split,ghost_timestamp,source_file,target_trace_15,tsne_x,tsne_y,hmm_state,gmm_cluster
TRAIN,2026-05-18T04:00:00-05:00,2026_05.csv,7,0.574817040305794,-3.25798684455963,QUIET,3
TRAIN,2026-05-18T06:10:00-05:00,2026_05.csv,7,-0.342826584471757,3.39965930884724,ACTIVE,0
TRAIN,2026-05-18T07:59:00-05:00,2026_05.csv,4,0.323860204252399,-3.94541812952102,ACTIVE,3
TRAIN,2026-05-18T13:50:00-05:00,2026_05.csv,8,-0.804621479385824,4.36038444760188,ACTIVE,1
TRAIN,2026-05-18T19:21:00-05:00,2026_05.csv,1,0.783135648791792,-2.2155317622928,QUIET,3
TRAIN,2026-05-19T00:24:00-05:00,2026_05.csv,5,-0.766208369653701,3.7266522302179,ACTIVE,1
TRAIN,2026-05-19T02:48:00-05:00,2026_05.csv,5,0.486725852542832,-2.43506001319286,QUIET,3
TRAIN,2026-05-19T08:27:00-05:00,2026_05.csv,8,-0.498546937387706,4.0488638243257,ACTIVE,1
TRAIN,2026-05-19T08:37:00-05:00,2026_05.csv,9,0.451272492109318,-4.85920400813483,ACTIVE,3
TRAIN,2026-05-19T09:22:00-05:00,2026_05.csv,6,0.0615827061101448,5.68290190791462,ACTIVE,1
TRAIN,2026-05-19T12:23:00-05:00,2026_05.csv,5,0.610670076014119,-5.58833556774872,ACTIVE,3
TRAIN,2026-05-19T17:28:00-05:00,2026_05.csv,6,-0.54224132539667,3.04155109451758,ACTIVE,0
TRAIN,2026-05-19T18:34:00-05:00,2026_05.csv,6,0.449991686727763,-2.37582762965144,QUIET,3
TRAIN,2026-05-19T19:17:00-05:00,2026_05.csv,6,0.250499050175997,4.40426834336496,ACTIVE,1
TRAIN,2026-05-19T21:24:00-05:00,2026_05.csv,8,0.283968340049179,-3.19985973728128,ACTIVE,3
TRAIN,2026-05-19T22:14:00-05:00,2026_05.csv,7,-0.295610373951832,4.00854213511465,ACTIVE,1
TRAIN,2026-05-20T05:36:00-05:00,2026_05.csv,9,0.623011815626241,-2.41307903000075,QUIET,3
TRAIN,2026-05-20T06:49:00-05:00,2026_05.csv,9,-0.0943495488042769,1.5965411115753,ACTIVE,0
TRAIN,2026-05-20T07:34:00-05:00,2026_05.csv,4,0.325624680022284,-2.13316316294207,ACTIVE,3
