active_bsl_count,active_fvg_count_50,active_ob_count_50,active_ssl_count,atr_14,atr_1m_pips,bars_previous_pivot,bars_since_equal_level,bars_since_fvg,bars_since_ob,bars_since_structure_event,body_atr_ratio,bos_count_previous_20,bsl_count_previous_100,candle_direction,choch_count_previous_20,close_position,confirm_close,confirm_high,confirm_low,confirm_open,confirm_volume,confirmation_delay,confirmation_index,confirmation_timestamp,dataset_date,demand_distance_pips,distance_equal_level_atr,distance_equal_level_pips,distance_fvg_atr,distance_fvg_pips,distance_last_structure_event_atr,distance_last_structure_event_pips,distance_nearest_bsl_atr,distance_nearest_bsl_pips,distance_nearest_ssl_atr,distance_nearest_ssl_pips,distance_ob_atr,distance_ob_pips,distance_previous_pivot,equal_level_type,equal_levels_previous_100,fvg_mitigated,fvg_size_atr,ghost_definition,ghost_id,ghost_index,ghost_price_mid,ghost_timestamp,inside_fvg,inside_order_block,last_structure_event,last_structure_event_direction,legacy_liquidity_target,liquidity_imbalance_100,liquidity_state,liquidity_type,lower_wick,near_equal_level,nearest_fvg_type,nearest_ob_type,ob_invalidated,ob_size_atr,pivot_body,pivot_close,pivot_high,pivot_id,pivot_index,pivot_low,pivot_open,pivot_price,pivot_range,pivot_side,pivot_timestamp,pivot_volume,previous_pivot_price,previous_pivot_type,price_to_confirm_close,range_atr_ratio,resolved_index,source,source_file,sr_4h_resistance_pips,sr_4h_support_pips,sr_daily_resistance_pips,sr_daily_support_pips,sr_weekly_resistance_pips,sr_weekly_support_pips,ssl_count_previous_100,structure_mode,structure_type,supply_distance_pips,swept_index,swing_size_atr,symbol,target_trace_10,target_trace_15,target_trace_3,target_trace_5,tf_10_atr_pips,tf_10_channel_halfwidth_pips,tf_10_channel_lower_touches,tf_10_channel_upper_touches,tf_10_channel_valid_3_touches,tf_10_fib382_distance_pips,tf_10_fib500_distance_pips,tf_10_fib618_distance_pips,tf_10_poc_distance_pips,tf_10_range_pips,tf_10_resistance_distance_pips,tf_10_return_pips,tf_10_support_distance_pips,tf_10_trend_distance_pips,tf_10_vah_distance_pips,tf_10_val_distance_pips,tf_10_volume,tf_10_volume_ema9,tf_10_volume_ratio_ema9,tf_10_vwap_distance_pips,tf_1_atr_pips,tf_1_channel_halfwidth_pips,tf_1_channel_lower_touches,tf_1_channel_upper_touches,tf_1_channel_valid_3_touches,tf_1_fib382_distance_pips,tf_1_fib500_distance_pips,tf_1_fib618_distance_pips,tf_1_poc_distance_pips,tf_1_range_pips,tf_1_resistance_distance_pips,tf_1_return_pips,tf_1_support_distance_pips,tf_1_trend_distance_pips,tf_1_vah_distance_pips,tf_1_val_distance_pips,tf_1_volume,tf_1_volume_ema9,tf_1_volume_ratio_ema9,tf_1_vwap_distance_pips,tf_60_atr_pips,tf_60_channel_halfwidth_pips,tf_60_channel_lower_touches,tf_60_channel_upper_touches,tf_60_channel_valid_3_touches,tf_60_fib382_distance_pips,tf_60_fib500_distance_pips,tf_60_fib618_distance_pips,tf_60_poc_distance_pips,tf_60_range_pips,tf_60_resistance_distance_pips,tf_60_return_pips,tf_60_support_distance_pips,tf_60_trend_distance_pips,tf_60_vah_distance_pips,tf_60_val_distance_pips,tf_60_volume,tf_60_volume_ema9,tf_60_volume_ratio_ema9,tf_60_vwap_distance_pips,timeframe,upper_wick,volume_mean_20,volume_ratio_20,volume_std_20,volume_zscore_20
2,0,0,4,8.39043444251232,33.5617377700493,119,549,196,476,274,0.774691709295297,0,1,1,0,0.642857142857143,25153.75,25157.5,25147,25147.25,808,0,7144,2026-04-08T11:55:00-05:00,2026-04,863,0.0595916699457921,2,0,0,2.71142098253354,91,0,0,27.5313515149559,924,3.0391751672354,102,231,EQH,0,1,0.566120864485025,EXTERNAL_SWING_CONFIRMATION,41,7144,25152.25,2026-04-08T11:55:00-05:00,1,0,CHOCH_DOWN,DOWN,SWEEP,-0.333333333333333,Resolved,BSL,0.25,1,BEARISH_FVG,BULLISH_OB,1,0.685304204376609,6.5,25153.75,25157.5,41,7144,25147,25147.25,25157.5,10.5,HIGH,2026-04-08T11:55:00-05:00,808,24926.5,LOW,0.44693752459344,1.25142506886163,8456,ChartPrimeHigh,2026_04.csv,390,903,419,4302,419,5945,0,external,LH,167,8456,27.5313515149559,NQ,4,7,1,2,177.285714285714,163.033916739796,3,4,1,514.505999999994,394.5,274.494000000006,288.5625,1017,114,-70,903,235.342857142867,34.3125,458.0625,5285,7301.37547734292,0.723836216395119,339.745017844441,29.1428571428571,14.5029670285619,11,12,1,215.694000000003,170.5,125.305999999997,210.395833333328,383,21,173,362,1.89999999999418,162.520833333328,322.104166666672,808,566.907885014794,1.42527564240691,196.779409318158,331.857142857143,623.076093483514,1,1,0,1867.60000000001,1431,994.399999999994,274.75,3700,419,3260,3281,-313.442857142858,-187.75,583.083333333328,38069,41521.5850835597,0.916848427712681,549.652186792053,1,3.75,549.5,1.47042766151046,190.903247746077,1.35408906371166
2,0,0,5,6.61264952362382,26.4505980944953,448,1507,563,924,722,0.264644299345987,0,0,-1,0,0.571428571428571,24985.5,24989.25,24980.5,24987.25,235,0,7592,2026-04-08T20:23:00-05:00,2026-04,-198.5,0.831739226515959,22,0,0,30.2072564539205,799,26.7668805624227,708,0,0,30.6231260671785,810,177,EQH,0,1,1.24760883977394,EXTERNAL_SWING_CONFIRMATION,42,7592,24984.875,2026-04-08T20:23:00-05:00,1,0,CHOCH_DOWN,DOWN,SWEEP,-0.428571428571429,Resolved,SSL,5,1,BULLISH_FVG,BULLISH_OB,1,0.869545554993957,1.75,24985.5,24989.25,42,7592,24980.5,24987.25,24980.5,8.75,LOW,2026-04-08T20:23:00-05:00,235,25157.5,HIGH,-0.756126569559963,1.32322149672993,7971,ChartPrimeLow,2026_04.csv,320.5,17.5,1088.5,233.5,1088.5,5275.5,1,external,HL,141.5,7971,26.7668805624227,NQ,5,6,2,4,77.5,35.7814334179571,9,8,1,-111.615999999995,-151.5,-191.384000000005,-130.375,338,320.5,-260,17.5,-75.1857142857043,-200.791666666672,-74.0416666666715,1342,1047.05412056877,1.28169115009167,-156.285713046309,26.2142857142857,14.5778013854297,7,12,1,-62.7200000000012,-87.5,-112.279999999999,-126.875,210,192.5,-100,17.5,-21.1857142857043,-170.625,-65.625,235,139.273329959694,1.68732951289388,-100.572951551672,382.285714285714,174.27577090149,8,8,1,-271.504000000001,-427.5,-583.495999999999,-399.958333333328,1322,1088.5,-616,233.5,-45.5428571428638,-675.375,-69.4583333333285,5972,22033.7623507527,0.27103859544877,-415.121325007742,1,2,118.3,1.98647506339814,51.6750423318646,2.2583435781346
3,2,0,5,5.07121296340135,20.2848518536054,88,305,277,1012,810,0.443680834592852,0,1,1,0,0.363636363636364,25045.5,25050.75,25042.5,25043.25,143,0,7680,2026-04-08T21:51:00-05:00,2026-04,48.5,2.85927648959838,58,0,0,25.5362969243441,518,0,0,13.852701613399,281,26.0785734999576,529,70.25,EQL,0,1,1.72542546786109,EXTERNAL_SWING_CONFIRMATION,43,7680,25046.625,2026-04-08T21:51:00-05:00,1,0,CHOCH_DOWN,DOWN,SWEEP,-0.25,Resolved,BSL,0.75,0,BEARISH_FVG,BULLISH_OB,1,1.13385102173729,2.25,25045.5,25050.75,43,7680,25042.5,25043.25,25050.75,8.25,HIGH,2026-04-08T21:51:00-05:00,143,24980.5,LOW,1.03525528071665,1.62682972684046,7871,ChartPrimeHigh,2026_04.csv,35.5,264.5,841.5,480.5,841.5,5522.5,1,external,LH,-105.5,7871,13.852701613399,NQ,8,10,2,4,70.4285714285714,57.3556389843954,5,11,1,157.157999999996,124,90.8420000000042,118.145833333328,281,16.5,40,264.5,85.9571428571362,47.8958333333285,153.270833333328,572,752.925959849201,0.759702853272004,120.874116942374,19.5,12.1215926147854,10,4,1,77.4360000000015,59.5,41.5639999999985,75.3333333333285,152,16.5,50,135.5,27.2571428571391,43.6666666666715,81.6666666666715,143,72.6883355814092,1.96730326614569,65.0467218137492,352.642857142857,188.764065651286,8,9,1,-24.5040000000008,-180.5,-336.495999999999,-152.958333333328,1322,841.5,-564,480.5,202.842857142867,-428.375,177.541666666672,4352,17466.2137429251,0.249166766424282,-160.176889649447,1,5.25,44.55,3.20987654320988,29.5304503859999,3.33384688391594
3,3,0,6,4.21089359352135,16.8435743740854,139,1734,215,1151,949,2.61227213552107,0,0,-1,0,0.0392156862745098,24994.75,25007,24994.25,25005.75,158,0,7819,2026-04-09T00:10:00-05:00,2026-04,-0.5,1.9592041016408,33,0,0,44.1711470188108,744,13.4175796051764,226,0,0,44.8242150526911,755,56.5,EQH,0,1,1.48424553154606,EXTERNAL_SWING_CONFIRMATION,44,7819,25000.625,2026-04-09T00:10:00-05:00,1,0,CHOCH_DOWN,DOWN,GRAB,-0.333333333333333,Resolved,SSL,0.5,0,BULLISH_FVG,BULLISH_OB,1,1.36550588902238,11,24994.75,25007,44,7819,24994.25,25005.75,24994.25,12.75,LOW,2026-04-09T00:10:00-05:00,158,25050.75,HIGH,-0.118739642523685,3.02786088435397,7964,ChartPrimeLow,2026_04.csv,200.5,80.5,1025.5,296.5,1025.5,5338.5,1,external,HL,47.5,7963,13.4175796051764,NQ,5,6,1,3,50.7857142857143,25.170168223933,10,11,1,-60.8319999999949,-87.5,-114.168000000005,-73.375,226,200.5,-94,25.5,-30,-120.458333333328,-45.125,668,497.14870029394,1.34366236823116,-91.0677447552298,18,12.1275970011595,4,12,1,-19.5760000000009,-33.5,-47.4239999999991,-35.9583333333285,118,92.5,-89,25.5,-16.5142857142782,-70.375,-35.9583333333285,158,85.613766089362,1.84549760181187,-48.374601192947,320.571428571429,200.758641889292,6,11,1,-208.504000000001,-364.5,-520.495999999999,-336.958333333328,1322,1025.5,-617,296.5,109.885714285716,-557.291666666672,-6.45833333332848,2403,11482.8641294152,0.209268347419033,-325.411658411176,1,1.25,46.45,3.40150699677072,27.4107187063747,4.06957589091079
3,2,0,6,6.30648017509808,25.2259207003923,53,690,542,1204,1002,1.14961116164727,0,1,1,0,0.568627450980392,25053.5,25059,25046.25,25046.25,534,0,7872,2026-04-09T01:03:00-05:00,2026-04,25.5,3.25062466396815,82,0,0,19.2262556344458,485,0,0,10.267216926436,259,19.6623150405878,496,64.75,EQL,0,1,4.32095229722596,EXTERNAL_SWING_CONFIRMATION,45,7872,25052.625,2026-04-09T01:03:00-05:00,1,0,CHOCH_DOWN,DOWN,SWEEP,-0.333333333333333,Resolved,BSL,0,0,BULLISH_FVG,BULLISH_OB,1,0.911760576478872,7.25,25053.5,25059,45,7872,25046.25,25046.25,25059,12.75,HIGH,2026-04-09T01:03:00-05:00,534,24994.25,LOW,0.872118812284138,2.02172997393141,8270,ChartPrimeHigh,2026_04.csv,25.5,233.5,817.5,504.5,817.5,5546.5,1,external,HH,-182.5,8270,10.267216926436,NQ,6,8,2,3,66.8571428571429,46.2659730596678,8,5,1,134.562000000005,104,73.4379999999946,152.5625,259,25.5,80,233.5,107.300000000003,87.8125,174.145833333328,1351,733.576973099603,1.84166086115215,112.073700832596,24.5714285714286,29.8696365557052,11,2,1,134.562000000005,104,73.4379999999946,55.4375,259,25.5,60,233.5,66.3857142857159,1.47916666667152,130.979166666672,534,212.74985908938,2.50998991155927,95.6397395283129,292.285714285714,199.470906541259,7,8,1,-0.504000000000815,-156.5,-312.495999999999,-128.958333333328,1322,817.5,-614,504.5,283.014285714293,-349.291666666672,201.541666666672,4735,10239.1913834624,0.462438860909234,-108.829117367946,1,5.5,69.75,7.65591397849462,77.2986901570783,6.00592324470957
3,3,0,5,7.01741841990122,28.0696736796049,132,706,1920,41,41,0.285005094512827,0,0,-1,0,0.333333333333333,24955,24959,24953,24957,111,0,8004,2026-04-09T03:15:00-05:00,2026-04,-361,0.32063073132693,9,0.42750764176924,12,5.87823007432706,165,15.1052700091798,424,0,0,5.98510698476936,168,106,EQL,1,1,0.10687691044231,EXTERNAL_SWING_CONFIRMATION,46,8004,24956,2026-04-09T03:15:00-05:00,0,0,BOS_DOWN,DOWN,SWEEP,-0.25,Resolved,SSL,2,1,BULLISH_FVG,BEARISH_OB,1,0.890640920352584,2,24955,24959,46,8004,24953,24957,24953,6,LOW,2026-04-09T03:15:00-05:00,111,25059,HIGH,-0.285005094512827,0.855015283538481,10149,ChartPrimeLow,2026_04.csv,412,12,1204,118,1204,5160,1,external,LL,62,10149,15.1052700091798,NQ,5,6,3,5,87.3571428571429,67.9999784387403,1,5,1,-149.967999999993,-200,-250.032000000007,-332.5,424,412,-252,12,-127.528571428571,-385.5,-138.166666666672,1762,1359.95391352139,1.29563214053156,-218.807381102932,29.1428571428571,15.3004336760974,9,6,1,-87.320000000007,-118,-148.679999999993,-177.583333333328,260,248,-121,12,-2.5428571428638,-231.75,-69.25,111,153.452577753542,0.72335050753123,-114.393084216412,249.5,184.025604217236,6,5,1,-387.004000000001,-543,-698.995999999999,-515.458333333328,1322,1204,-953,118,-58.9428571428725,-570.541666666672,-74.7916666666715,8965,9163.18942584185,0.978371130767752,-468.941610347742,1,2,150.8,0.736074270557029,94.6803041820209,-0.420361978595732
3,2,0,5,20.3721694559052,81.4886778236207,330,2083,1105,17,17,0.208617938761945,0,1,-1,1,0.407766990291262,25096.25,25111.5,25085.75,25100.5,2114,0,8334,2026-04-09T08:45:00-05:00,2026-04,63.5,0.0859015041960952,7,0,0,2.57704512588285,210,0,0,7.78022195147491,634,2.66294663007895,217,158.5,EQH,3,1,1.54622707552971,EXTERNAL_SWING_CONFIRMATION,47,8334,25098.625,2026-04-09T08:45:00-05:00,1,0,CHOCH_UP,UP,RUN,-0.25,Resolved,BSL,10.5,1,BEARISH_FVG,BULLISH_OB,1,0.319062729871211,4.25,25096.25,25111.5,47,8334,25085.75,25100.5,25111.5,25.75,HIGH,2026-04-09T08:45:00-05:00,2114,24953,LOW,0.748570250851686,1.26397927602826,8443,ChartPrimeHigh,2026_04.csv,51.5,487.5,604.5,688.5,633.5,5730.5,0,external,HH,-31.5,8441,7.78022195147491,NQ,6,7,2,3,135.285714285714,63.8717803361418,9,9,1,281.601999999999,218,154.398000000001,229.229166666672,539,51.5,286,487.5,153.642857142855,72.0208333333285,296.604166666672,14879,7340.16361176757,2.02706653243347,212.66064934303,102.571428571429,76.0053438465555,6,3,1,177.160000000003,133.5,89.8399999999965,264.541666666672,370,51.5,169,318.5,72.085714285713,79.5416666666715,295.375,2114,1597.40205562576,1.32339882282915,150.277958727864,194.285714285714,105.77662874175,8,7,1,294.126000000004,193,91.8739999999962,246.5625,857,235.5,-146,621.5,298.414285714287,32.3125,389.395833333328,42983,16079.7042490025,2.67312130462016,226.347058886851,1,11,1574.8,1.34239268478537,995.526473781587,0.54162296453233
3,1,0,6,15.5794549095558,62.317819638223,51,1087,1113,422,68,0.978853245414017,0,1,-1,0,0.0161290322580645,24960.75,24976,24960.5,24976,905,0,8385,2026-04-09T09:36:00-05:00,2026-04,-193,0.336982264814662,21,0.0160467745149839,1,6.32242915890365,394,9.69225180705027,604,0,0,2.21445488306778,138,151,EQL,2,1,0.272795166754726,EXTERNAL_SWING_CONFIRMATION,48,8385,24968.25,2026-04-09T09:36:00-05:00,0,0,CHOCH_UP,UP,SWEEP,-0.333333333333333,Resolved,SSL,0.25,1,BULLISH_FVG,BEARISH_OB,1,0.401169362874597,15.25,24960.75,24976,48,8385,24960.5,24976,24960.5,15.5,LOW,2026-04-09T09:36:00-05:00,905,25111.5,HIGH,-0.0160467745149839,0.994900019929001,10149,ChartPrimeLow,2026_04.csv,573,31,815,167,1155,5209,1,external,HL,179,10149,9.69225180705027,NQ,5,8,2,3,170.071428571429,122.21218805739,2,10,1,-199.728000000003,-271,-342.271999999997,-258.416666666672,604,573,-103,31,-210.128571428577,-459.75,-182.916666666672,9420,10578.8983202722,0.890451889678204,-256.396817452391,59.5,30.0982139204801,10,10,1,-199.728000000003,-271,-342.271999999997,-233.25,604,573,-138,31,1.15714285714785,-560.416666666672,-132.583333333328,905,877.260838904904,1.03162019762528,-229.75769584415,220.714285714286,87.0005989090096,12,12,1,-188.028000000006,-277,-365.971999999994,-261.291666666672,754,654,-540,100,-123.200000000012,-481.208333333328,-135.625,77217,26546.7557654231,2.90871700792058,-247.137580855924,1,0,1100.55,0.822316114669938,325.175564118831,-0.601367450625961
1,4,1,6,18.1379324811176,72.5517299244705,87,1693,1613,1617,31,1.13022804673804,0,1,1,0,0.694029850746269,25255.5,25265.75,25232.25,25235,3299,0,8472,2026-04-09T11:03:00-05:00,2026-04,735,3.25285145158752,236,1.15779458446336,84,8.50427688826061,617,0,0,16.8293712813066,1221,1.15779458446336,84,305.25,EQL,2,1,0.206749032939885,EXTERNAL_SWING_CONFIRMATION,49,8472,25249,2026-04-09T11:03:00-05:00,0,0,BOS_UP,UP,SWEEP,-0.714285714285714,Resolved,BSL,2.75,0,BEARISH_FVG,BULLISH_OB,1,0.482414410193065,20.5,25255.5,25265.75,49,8472,25232.25,25235,25265.75,33.5,HIGH,2026-04-09T11:03:00-05:00,3299,24960.5,LOW,0.565114023369019,1.84695802759631,8699,ChartPrimeHigh,2026_04.csv,67,1154,67,1223,67,6332,1,external,HH,-481,8699,16.8293712813066,NQ,3,5,2,2,235.857142857143,212.01825455172,5,5,1,687.577999999994,543.5,399.422000000006,874.1875,1221,67,856,1154,479.199999999997,619.8125,1077.6875,15328,13187.5269131419,1.16231042415732,733.726386490162,62.3571428571429,47.4152393731397,8,3,1,550.381999999998,432.5,314.618000000002,453.3125,999,67,474,932,85.7142857142899,328.4375,786.3125,3299,1897.90586504798,1.7382316271606,502.675300341245,278.142857142857,221.217737378419,9,4,1,706.118000000002,558.5,410.881999999998,845.1875,1251,67,1142,1184,781.871428571423,740.9375,1105.8125,82545,40532.0321845232,2.03653741377219,814.051379635086,1,10.25,1301.25,2.53525456292027,626.847658925197,3.18697848122361
1,4,0,7,13.1182216626107,52.4728866504427,142,162,156,1946,173,0.0190574611734566,0,0,-1,0,0.550561797752809,25157.25,25167.25,25145,25157.5,1509,0,8614,2026-04-09T13:25:00-05:00,2026-04,363.5,0.152459689387653,8,0,0,2.55369979724318,134,9.20475374677953,483,0,0,2.8967340983654,152,120.75,EQH,2,1,1.14344767040739,EXTERNAL_SWING_CONFIRMATION,50,8614,25156.125,2026-04-09T13:25:00-05:00,1,0,BOS_UP,UP,RUN,-0.75,Resolved,SSL,12.25,1,BULLISH_FVG,BULLISH_OB,1,0.438321606989501,0.25,25157.25,25167.25,50,8614,25145,25157.5,25145,22.25,LOW,2026-04-09T13:25:00-05:00,1509,25265.75,HIGH,-0.933815597499372,1.69611404443764,10151,ChartPrimeLow,2026_04.csv,438.5,782.5,438.5,851.5,438.5,5960.5,1,external,HL,-109.5,10149,9.20475374677953,NQ,2,3,2,2,157.5,155.658502251911,1,6,1,178.881999999998,61,-56.8819999999978,-292.8125,999,438.5,497,560.5,-278.757142857139,-376.0625,-1.4375,9342,8265.87823237138,1.13018843701499,-69.9132395107881,48.9285714285714,26.9844176700663,9,8,1,-126.635999999999,-179.5,-232.364000000001,-95.5,448,403.5,-111,44.5,-31.3571428571304,-300.833333333328,-39.5,1509,1106.40018753267,1.36388263216508,-171.491358697938,328.214285714286,226.752778000242,4,5,1,334.618000000002,187,39.3819999999978,525.8125,1251,438.5,500,812.5,152.028571428571,-47.5625,734.3125,47678,42800.4578155006,1.11396004700522,256.341584071735,1,9.75,899.25,1.67806505421184,479.59648403632,1.27138129718612
1,1,0,7,10.5095921722183,42.0383686888733,87,14,0,1846,260,0.999087293582745,0,1,1,0,0.892857142857143,25268.25,25269.75,25255.75,25257.75,823,0,8701,2026-04-09T14:52:00-05:00,2026-04,263,1.47484314766977,62,1.40347976955671,59,15.0576727818542,633,0,0,11.8701085594712,499,2.37877927043511,100,124.75,EQH,3,0,0.118938963521755,EXTERNAL_SWING_CONFIRMATION,51,8701,25262.75,2026-04-09T14:52:00-05:00,0,0,BOS_UP,UP,GRAB,-0.75,Resolved,BSL,2,0,BULLISH_FVG,BULLISH_OB,1,0.832572744652288,10.5,25268.25,25269.75,51,8701,25255.75,25257.75,25269.75,14,HIGH,2026-04-09T14:52:00-05:00,823,25145,LOW,0.142726756226106,1.33211639144366,8949,ChartPrimeHigh,2026_04.csv,28,471,28,1278,28,6387,1,external,HH,-379,8948,11.8701085594712,NQ,7,10,3,4,144.571428571429,116.958203285574,3,5,1,280.381999999998,221.5,162.618000000002,335.854166666672,499,28,258,471,165.200000000012,148.729166666672,439.8125,7769,6885.09664509959,1.12837922261113,232.570175062399,43.2142857142857,20.9007959340463,8,7,1,235.267999999996,185,134.732000000004,158.375,426,28,76,398,20.442857142858,-1.375,211.625,823,854.348205048051,0.963307460748644,150.058712363039,310.857142857143,232.952389453039,3,6,1,755.005999999994,605.5,455.994000000006,948.645833333328,1267,28,947,1239,381.428571428565,315.145833333328,1212.60416666667,39157,41656.9783388839,0.939986565551004,624.018455919417,1,1.5,729.2,1.1286341195831,340.060082926532,0.275833609145666
1,2,0,8,6.52513299193572,26.1005319677429,131,225,180,2164,391,0.383133953451937,0,0,1,0,0.884615384615385,25198.75,25199.5,25193,25196.25,111,0,8832,2026-04-09T18:03:00-05:00,2026-04,125,0.153253581380775,4,0,0,12.4901668825332,326,11.7622123709745,307,0,0,0.651327720868293,17,76.75,EQH,1,1,1.60916260449814,EXTERNAL_SWING_CONFIRMATION,52,8832,25196.25,2026-04-09T18:03:00-05:00,1,0,BOS_UP,UP,RUN,-0.777777777777778,Resolved,SSL,3.25,1,BULLISH_FVG,BULLISH_OB,1,0.881208092939456,2.5,25198.75,25199.5,52,8832,25193,25196.25,25193,6.5,LOW,2026-04-09T18:03:00-05:00,111,25269.75,HIGH,-0.881208092939456,0.996148278975037,10151,ChartPrimeLow,2026_04.csv,294,205,294,973,294,6121,1,external,HL,-113,10149,11.7622123709745,NQ,6,8,2,4,79.4285714285714,81.5355568453116,5,7,1,-27.0240000000049,-78,-128.975999999995,-213,432,294,118,138,-172.914285714287,-249,-105,1138,1629.38613810046,0.698422536800689,-132.14565065669,24,12.0950278729785,7,6,1,-81.3540000000066,-110.5,-139.645999999993,-115.645833333328,247,234,-116,13,-10.0714285714203,-208.270833333328,-84.7708333333285,111,111.184047533367,0.998344658811668,-119.715221975275,325.928571428571,236.653788558514,2,8,1,489.005999999994,339.5,189.994000000006,682.645833333328,1267,294,688,973,-85.8571428571449,-3.64583333332848,946.604166666672,5849,30771.0479555173,0.190081274074751,308.485117261065,1,0.75,108.3,1.02493074792244,99.1963204962765,0.0272187515271935
1,3,0,8,4.82820660042148,19.3128264016859,276,148,110,160,160,0.103558120308346,0,1,-1,0,0.06,25292,25303.75,25291.25,25292.5,341,0,9108,2026-04-09T22:39:00-05:00,2026-04,167,9.57912612852205,185,2.43361582724614,47,7.04195218096756,136,0,0,22.9381236482987,443,11.650288534689,225,110.75,EQL,0,1,0.310674360925039,EXTERNAL_SWING_CONFIRMATION,53,9108,25297.5,2026-04-09T22:39:00-05:00,0,0,BOS_UP,UP,RUN,-0.777777777777778,Resolved,BSL,0.75,0,BULLISH_FVG,BULLISH_OB,0,0.880244022620945,0.5,25292,25303.75,53,9108,25291.25,25292.5,25303.75,12.5,HIGH,2026-04-09T22:39:00-05:00,341,25193,LOW,2.43361582724614,2.58895300770866,9640,ChartPrimeHigh,2026_04.csv,25,366,25,1378,25,6526,0,external,HH,-73,9638,22.9381236482987,NQ,4,5,2,3,63.0714285714286,51.4942609401711,7,3,1,175.232000000004,137,98.7679999999964,116.75,324,25,274,299,43.528571428571,8.75,143.75,918,570.785790127709,1.6083091343157,115.157163349417,21.7857142857143,22.4165637604667,2,6,1,62.7559999999939,46,29.2440000000061,90.375,142,25,25,117,32.6714285714261,43.0416666666715,102.208333333328,341,118.821181712722,2.86985868247336,59.2619669278065,338.428571428571,170.297683417723,14,5,1,842.054000000004,676.5,510.945999999996,1056.47916666667,1403,25,1024,1378,-85.585714285713,354.979166666672,1290.3125,2681,13822.0564269064,0.193965349090971,678.643287846338,1,11.25,52.5,6.4952380952381,34.3474889911912,8.39944952232139
1,2,0,9,6.28746793493915,25.1498717397566,279,2882,853,2719,439,0.119284902565035,0,0,-1,0,0.692307692307692,25207.25,25209.25,25202.75,25208,193,0,9387,2026-04-10T03:18:00-05:00,2026-04,-64,0.119284902565035,3,0,0,10.6561179624765,268,16.0637002120914,404,0,0,2.22665151454732,56,101,EQH,0,1,0.675947781201866,EXTERNAL_SWING_CONFIRMATION,54,9387,25206,2026-04-10T03:18:00-05:00,1,0,BOS_UP,UP,RUN,-0.8,Resolved,SSL,4.5,1,BULLISH_FVG,BULLISH_OB,1,0.914517586331937,0.75,25207.25,25209.25,54,9387,25202.75,25208,25202.75,6.5,LOW,2026-04-10T03:18:00-05:00,193,25303.75,HIGH,-0.715709415390211,1.03380248889697,10151,ChartPrimeLow,2026_04.csv,315,13,391,1012,391,6160,1,external,HL,99,10149,16.0637002120914,NQ,4,4,2,2,75.8571428571429,43.2258098720859,6,11,1,-112.296000000002,-151,-189.703999999998,-130.5,328,315,-242,13,-53.6428571428696,-185.166666666672,-75.8333333333285,1867,1132.62388092687,1.64838480932626,-142.183486618596,25,16.482557424383,7,5,1,-68.3659999999945,-93.5,-118.634000000005,-71.3125,213,200,-142,13,-15.6714285714261,-168.9375,-71.3125,193,200.627566447826,0.961981463550226,-106.47787878786,198.214285714286,236.364645493141,1,6,1,457.513999999996,295.5,133.486000000004,-133.5625,1373,391,881,982,-379.042857142864,-190.770833333328,610.145833333328,6600,7868.79170125989,0.838756476288889,255.94861140351,1,1.25,158.65,1.21651433974157,97.8157834912137,0.351170320105706
1,0,0,9,11.8614834565626,47.4459338262503,426,35,8,175,175,0.0421532434649535,0,1,1,0,0.581395348837209,25388.5,25393,25382.25,25388,1375,0,9813,2026-04-10T10:24:00-05:00,2026-04,245.5,6.76559557612504,321,2.04443230805024,97,7.5243539584942,357,0,0,16.0393091384148,761,8.83110450590776,419,190.25,EQL,1,1,0.147536352127337,EXTERNAL_SWING_CONFIRMATION,55,9813,25387.625,2026-04-10T10:24:00-05:00,0,0,BOS_UP,UP,SWEEP,-0.8,Resolved,BSL,5.75,0,BULLISH_FVG,BULLISH_OB,1,0.864141491031547,0.5,25388.5,25393,55,9813,25382.25,25388,25393,10.75,HIGH,2026-04-10T10:24:00-05:00,1375,25202.75,LOW,0.379379191184581,0.9062947344965,11258,ChartPrimeHigh,2026_04.csv,21.5,503.5,21.5,1708.5,21.5,6886.5,0,external,HH,-129.5,11258,16.0393091384148,NQ,8,11,3,5,183.714285714286,66.2404727154318,12,13,1,298.005999999994,237,175.994000000006,247.770833333328,517,21.5,462,495.5,116.628571428577,140.0625,312.395833333328,9583,9570.14132672946,1.00134362417769,230.986416218351,42.2142857142857,21.2422794466673,9,10,1,192.945999999996,152,111.054000000004,159.229166666672,347,21.5,194,325.5,-0.271428571417346,115.854166666672,245.979166666672,1375,995.416419953227,1.38133144324122,156.561067538496,215.928571428571,123.923193530252,8,6,1,591.555999999997,474.5,357.444000000003,247.166666666672,992,21.5,924,970.5,288.5,123.166666666672,577.833333333328,59033,30054.1021051658,1.96422437753857,424.296081216147,1,4.5,877.9,1.56623761248434,225.380544856915,2.20560297391946
